	highly_variable
ENSG00000162004	False
ENSG00000162006	False
ENSG00000162009	True
ENSG00000162032	False
ENSG00000162039	True
ENSG00000162040	False
ENSG00000162062	False
ENSG00000162063	False
ENSG00000162065	False
ENSG00000162066	False
ENSG00000162068	False
ENSG00000162069	True
ENSG00000162073	False
ENSG00000162076	True
ENSG00000162078	True
ENSG00000162086	True
ENSG00000162104	False
ENSG00000162105	True
ENSG00000162129	False
ENSG00000162139	False
ENSG00000162144	False
ENSG00000162148	False
ENSG00000162174	True
ENSG00000162188	False
ENSG00000162191	False
ENSG00000162194	False
ENSG00000162222	False
ENSG00000162227	False
ENSG00000162231	False
ENSG00000162236	False
ENSG00000162241	False
ENSG00000162244	False
ENSG00000162267	False
ENSG00000162298	False
ENSG00000162300	False
ENSG00000162302	False
ENSG00000162337	True
ENSG00000162341	False
ENSG00000162344	True
ENSG00000162365	False
ENSG00000162366	True
ENSG00000162367	False
ENSG00000162368	False
ENSG00000162373	False
ENSG00000162374	False
ENSG00000162377	False
ENSG00000162378	False
ENSG00000162383	True
ENSG00000162384	False
ENSG00000162385	False
ENSG00000162390	False
ENSG00000162391	False
ENSG00000162396	False
ENSG00000162398	False
ENSG00000162399	False
ENSG00000162402	False
ENSG00000162407	True
ENSG00000162408	False
ENSG00000162409	False
ENSG00000162413	False
ENSG00000162415	False
ENSG00000162419	False
ENSG00000162426	False
ENSG00000162430	True
ENSG00000162433	True
ENSG00000162434	True
ENSG00000162437	False
ENSG00000162438	False
ENSG00000162441	False
ENSG00000162444	True
ENSG00000162456	False
ENSG00000162458	True
ENSG00000162460	True
ENSG00000162461	False
ENSG00000162482	False
ENSG00000162490	False
ENSG00000162493	True
ENSG00000162494	False
ENSG00000162496	True
ENSG00000162510	False
ENSG00000162511	False
ENSG00000162512	True
ENSG00000162517	False
ENSG00000162520	False
ENSG00000162521	False
ENSG00000162522	True
ENSG00000162526	False
ENSG00000162542	True
ENSG00000162543	True
ENSG00000162545	True
ENSG00000162551	False
ENSG00000162552	False
ENSG00000162571	False
ENSG00000162572	False
ENSG00000162576	True
ENSG00000162585	False
ENSG00000162591	True
ENSG00000162592	False
ENSG00000162594	False
ENSG00000162595	False
ENSG00000162598	False
ENSG00000162599	False
ENSG00000162600	False
ENSG00000162601	True
ENSG00000162604	False
ENSG00000162607	False
ENSG00000162613	False
ENSG00000162614	True
ENSG00000162616	False
ENSG00000162618	False
ENSG00000162620	False
ENSG00000162623	False
ENSG00000162624	True
ENSG00000162627	True
ENSG00000162630	False
ENSG00000162631	True
ENSG00000162636	False
ENSG00000162639	True
ENSG00000162641	False
ENSG00000162642	False
ENSG00000162643	False
ENSG00000162650	False
ENSG00000162654	False
ENSG00000162664	False
ENSG00000162669	False
ENSG00000162670	True
ENSG00000162676	False
ENSG00000162687	False
ENSG00000162688	False
ENSG00000162692	True
ENSG00000162694	False
ENSG00000162695	False
ENSG00000162702	False
ENSG00000162704	False
ENSG00000162706	True
ENSG00000162711	False
ENSG00000162714	False
ENSG00000162722	True
ENSG00000162723	False
ENSG00000162727	True
ENSG00000162728	False
ENSG00000162729	True
ENSG00000162733	False
ENSG00000162734	True
ENSG00000162735	False
ENSG00000162736	False
ENSG00000162738	True
ENSG00000162739	False
ENSG00000162745	False
ENSG00000162746	False
ENSG00000162747	True
ENSG00000162753	False
ENSG00000162755	False
ENSG00000162757	False
ENSG00000162761	True
ENSG00000162763	False
ENSG00000162769	False
ENSG00000162771	False
ENSG00000162772	True
ENSG00000162775	False
ENSG00000162777	True
ENSG00000162779	False
ENSG00000162782	True
ENSG00000162783	True
ENSG00000162804	False
ENSG00000162813	False
ENSG00000162814	False
ENSG00000162817	True
ENSG00000162819	False
ENSG00000162825	False
ENSG00000162836	True
ENSG00000162843	False
ENSG00000162849	False
ENSG00000162851	False
ENSG00000162852	False
ENSG00000162869	False
ENSG00000162873	False
ENSG00000162877	False
ENSG00000162878	True
ENSG00000162881	False
ENSG00000162882	True
ENSG00000162885	False
ENSG00000162889	False
ENSG00000162891	False
ENSG00000162892	False
ENSG00000162894	False
ENSG00000162896	True
ENSG00000162897	True
ENSG00000162909	True
ENSG00000162910	False
ENSG00000162913	False
ENSG00000162923	False
ENSG00000162924	False
ENSG00000162927	False
ENSG00000162928	False
ENSG00000162929	False
ENSG00000162931	False
ENSG00000162944	False
ENSG00000162946	False
ENSG00000162949	True
ENSG00000162951	True
ENSG00000162959	False
ENSG00000162961	False
ENSG00000162971	False
ENSG00000162972	False
ENSG00000162975	False
ENSG00000162976	False
ENSG00000162980	False
ENSG00000162981	True
ENSG00000162989	False
ENSG00000162992	False
ENSG00000162994	False
ENSG00000162998	False
ENSG00000162999	False
ENSG00000163001	False
ENSG00000163002	False
ENSG00000163006	False
ENSG00000163012	True
ENSG00000163013	True
ENSG00000163017	False
ENSG00000163026	False
ENSG00000163029	False
ENSG00000163032	True
ENSG00000163040	True
ENSG00000163041	False
ENSG00000163046	False
ENSG00000163050	False
ENSG00000163053	False
ENSG00000163060	False
ENSG00000163069	True
ENSG00000163071	False
ENSG00000163072	False
ENSG00000163075	False
ENSG00000163081	False
ENSG00000163082	False
ENSG00000163083	True
ENSG00000163092	False
ENSG00000163093	False
ENSG00000163098	False
ENSG00000163104	False
ENSG00000163106	False
ENSG00000163110	True
ENSG00000163114	False
ENSG00000163116	False
ENSG00000163121	False
ENSG00000163125	False
ENSG00000163126	False
ENSG00000163131	True
ENSG00000163132	True
ENSG00000163138	False
ENSG00000163141	False
ENSG00000163145	False
ENSG00000163154	False
ENSG00000163155	False
ENSG00000163156	False
ENSG00000163161	False
ENSG00000163162	True
ENSG00000163166	False
ENSG00000163170	False
ENSG00000163171	True
ENSG00000163191	True
ENSG00000163202	True
ENSG00000163206	False
ENSG00000163207	True
ENSG00000163209	True
ENSG00000163214	False
ENSG00000163216	True
ENSG00000163217	False
ENSG00000163218	True
ENSG00000163219	False
ENSG00000163220	False
ENSG00000163221	True
ENSG00000163235	True
ENSG00000163239	True
ENSG00000163249	False
ENSG00000163251	False
ENSG00000163254	False
ENSG00000163257	False
ENSG00000163263	False
ENSG00000163273	False
ENSG00000163281	True
ENSG00000163283	True
ENSG00000163285	False
ENSG00000163286	True
ENSG00000163288	True
ENSG00000163291	False
ENSG00000163293	False
ENSG00000163295	True
ENSG00000163297	True
ENSG00000163312	False
ENSG00000163319	False
ENSG00000163320	False
ENSG00000163322	False
ENSG00000163328	False
ENSG00000163331	False
ENSG00000163344	False
ENSG00000163346	True
ENSG00000163347	True
ENSG00000163348	False
ENSG00000163349	False
ENSG00000163352	False
ENSG00000163354	False
ENSG00000163357	False
ENSG00000163359	False
ENSG00000163362	True
ENSG00000163374	False
ENSG00000163376	False
ENSG00000163377	True
ENSG00000163378	False
ENSG00000163380	False
ENSG00000163382	False
ENSG00000163389	False
ENSG00000163393	False
ENSG00000163394	True
ENSG00000163395	True
ENSG00000163399	True
ENSG00000163406	False
ENSG00000163412	False
ENSG00000163421	True
ENSG00000163424	False
ENSG00000163428	False
ENSG00000163430	True
ENSG00000163431	False
ENSG00000163435	True
ENSG00000163440	False
ENSG00000163444	False
ENSG00000163449	False
ENSG00000163453	True
ENSG00000163462	False
ENSG00000163463	False
ENSG00000163464	False
ENSG00000163466	False
ENSG00000163467	False
ENSG00000163468	False
ENSG00000163472	False
ENSG00000163479	False
ENSG00000163481	False
ENSG00000163482	False
ENSG00000163485	True
ENSG00000163491	False
ENSG00000163492	False
ENSG00000163497	False
ENSG00000163499	False
ENSG00000163501	True
ENSG00000163507	False
ENSG00000163508	False
ENSG00000163510	False
ENSG00000163512	False
ENSG00000163513	True
ENSG00000163515	True
ENSG00000163516	False
ENSG00000163517	False
ENSG00000163518	False
ENSG00000163519	False
ENSG00000163520	False
ENSG00000163521	False
ENSG00000163527	False
ENSG00000163528	False
ENSG00000163530	True
ENSG00000163531	False
ENSG00000163534	False
ENSG00000163535	False
ENSG00000163536	False
ENSG00000163539	False
ENSG00000163541	False
ENSG00000163545	True
ENSG00000163554	False
ENSG00000163558	False
ENSG00000163563	False
ENSG00000163564	False
ENSG00000163565	True
ENSG00000163568	True
ENSG00000163576	False
ENSG00000163577	True
ENSG00000163581	True
ENSG00000163584	True
ENSG00000163586	False
ENSG00000163590	False
ENSG00000163596	False
ENSG00000163599	True
ENSG00000163600	True
ENSG00000163605	False
ENSG00000163606	False
ENSG00000163607	False
ENSG00000163608	False
ENSG00000163611	False
ENSG00000163617	False
ENSG00000163618	True
ENSG00000163623	False
ENSG00000163624	True
ENSG00000163625	False
ENSG00000163626	False
ENSG00000163629	True
ENSG00000163630	True
ENSG00000163631	False
ENSG00000163632	False
ENSG00000163633	False
ENSG00000163634	False
ENSG00000163635	False
ENSG00000163636	False
ENSG00000163637	False
ENSG00000163638	True
ENSG00000163644	False
ENSG00000163645	False
ENSG00000163646	True
ENSG00000163655	False
ENSG00000163659	True
ENSG00000163660	False
ENSG00000163661	True
ENSG00000163666	False
ENSG00000163673	False
ENSG00000163681	False
ENSG00000163682	False
ENSG00000163683	True
ENSG00000163684	False
ENSG00000163686	False
ENSG00000163687	False
ENSG00000163689	False
ENSG00000163694	True
ENSG00000163697	True
ENSG00000163701	False
ENSG00000163702	False
ENSG00000163703	False
ENSG00000163704	False
ENSG00000163705	False
ENSG00000163710	True
ENSG00000163714	False
ENSG00000163719	False
ENSG00000163728	True
ENSG00000163734	False
ENSG00000163735	True
ENSG00000163736	True
ENSG00000163737	False
ENSG00000163738	False
ENSG00000163739	True
ENSG00000163743	False
ENSG00000163746	False
ENSG00000163749	False
ENSG00000163751	True
ENSG00000163754	False
ENSG00000163755	False
ENSG00000163762	True
ENSG00000163781	False
ENSG00000163785	False
ENSG00000163788	False
ENSG00000163792	False
ENSG00000163793	False
ENSG00000163794	False
ENSG00000163795	True
ENSG00000163798	False
ENSG00000163803	False
ENSG00000163806	False
ENSG00000163807	False
ENSG00000163808	False
ENSG00000163810	False
ENSG00000163811	False
ENSG00000163812	False
ENSG00000163814	True
ENSG00000163815	False
ENSG00000163817	False
ENSG00000163818	False
ENSG00000163820	False
ENSG00000163823	False
ENSG00000163825	True
ENSG00000163827	False
ENSG00000163832	False
ENSG00000163833	False
ENSG00000163840	True
ENSG00000163848	False
ENSG00000163864	False
ENSG00000163866	False
ENSG00000163867	False
ENSG00000163870	False
ENSG00000163872	False
ENSG00000163873	True
ENSG00000163874	True
ENSG00000163875	False
ENSG00000163877	False
ENSG00000163879	True
ENSG00000163882	False
ENSG00000163884	False
ENSG00000163885	False
ENSG00000163888	False
ENSG00000163898	True
ENSG00000163900	False
ENSG00000163902	False
ENSG00000163904	False
ENSG00000163909	False
ENSG00000163913	False
ENSG00000163914	False
ENSG00000163918	False
ENSG00000163923	True
ENSG00000163930	False
ENSG00000163931	True
ENSG00000163932	True
ENSG00000163933	False
ENSG00000163935	False
ENSG00000163938	False
ENSG00000163939	False
ENSG00000163945	False
ENSG00000163946	True
ENSG00000163947	True
ENSG00000163950	False
ENSG00000163956	False
ENSG00000163959	False
ENSG00000163960	False
ENSG00000163961	False
ENSG00000163964	False
ENSG00000163975	True
ENSG00000163982	True
ENSG00000163993	True
ENSG00000163995	False
ENSG00000164007	True
ENSG00000164008	False
ENSG00000164010	False
ENSG00000164011	False
ENSG00000164022	False
ENSG00000164023	True
ENSG00000164024	False
ENSG00000164031	False
ENSG00000164032	False
ENSG00000164035	True
ENSG00000164037	False
ENSG00000164038	True
ENSG00000164039	True
ENSG00000164040	False
ENSG00000164045	False
ENSG00000164047	False
ENSG00000164048	False
ENSG00000164049	False
ENSG00000164050	True
ENSG00000164051	False
ENSG00000164053	False
ENSG00000164054	False
ENSG00000164056	True
ENSG00000164061	False
ENSG00000164062	False
ENSG00000164066	False
ENSG00000164068	False
ENSG00000164070	True
ENSG00000164073	False
ENSG00000164074	False
ENSG00000164076	False
ENSG00000164077	False
ENSG00000164078	True
ENSG00000164080	False
ENSG00000164081	False
ENSG00000164082	False
ENSG00000164086	False
ENSG00000164087	False
ENSG00000164088	False
ENSG00000164089	False
ENSG00000164091	False
ENSG00000164093	True
ENSG00000164096	True
ENSG00000164099	True
ENSG00000164100	False
ENSG00000164104	True
ENSG00000164105	True
ENSG00000164106	True
ENSG00000164107	False
ENSG00000164109	False
ENSG00000164111	True
ENSG00000164112	False
ENSG00000164113	False
ENSG00000164114	True
ENSG00000164116	False
ENSG00000164117	False
ENSG00000164118	False
ENSG00000164120	True
ENSG00000164122	False
ENSG00000164123	False
ENSG00000164124	False
ENSG00000164125	True
ENSG00000164128	False
ENSG00000164129	True
ENSG00000164134	False
ENSG00000164136	False
ENSG00000164142	False
ENSG00000164144	True
ENSG00000164151	False
ENSG00000164161	False
ENSG00000164162	False
ENSG00000164163	False
ENSG00000164164	False
ENSG00000164167	False
ENSG00000164168	False
ENSG00000164169	False
ENSG00000164171	True
ENSG00000164172	False
ENSG00000164175	False
ENSG00000164176	True
ENSG00000164180	False
ENSG00000164181	True
ENSG00000164182	False
ENSG00000164185	False
ENSG00000164187	False
ENSG00000164188	False
ENSG00000164190	False
ENSG00000164197	False
ENSG00000164199	False
ENSG00000164209	True
ENSG00000164211	True
ENSG00000164219	False
ENSG00000164220	True
ENSG00000164221	False
ENSG00000164237	True
ENSG00000164241	True
ENSG00000164244	False
ENSG00000164251	True
ENSG00000164252	False
ENSG00000164253	False
ENSG00000164256	False
ENSG00000164258	False
ENSG00000164265	False
ENSG00000164266	True
ENSG00000164270	False
ENSG00000164283	False
ENSG00000164284	False
ENSG00000164287	False
ENSG00000164291	False
ENSG00000164292	True
ENSG00000164294	True
ENSG00000164296	False
ENSG00000164299	False
ENSG00000164300	True
ENSG00000164303	False
ENSG00000164304	False
ENSG00000164305	False
ENSG00000164306	False
ENSG00000164307	True
ENSG00000164308	True
ENSG00000164309	False
ENSG00000164318	True
ENSG00000164323	False
ENSG00000164325	True
ENSG00000164326	True
ENSG00000164327	False
ENSG00000164329	False
ENSG00000164330	False
ENSG00000164331	False
ENSG00000164332	False
ENSG00000164334	False
ENSG00000164338	False
ENSG00000164342	False
ENSG00000164344	False
ENSG00000164346	False
ENSG00000164347	False
ENSG00000164362	False
ENSG00000164363	False
ENSG00000164366	False
ENSG00000164379	True
ENSG00000164393	False
ENSG00000164398	False
ENSG00000164399	False
ENSG00000164400	True
ENSG00000164402	False
ENSG00000164403	True
ENSG00000164404	False
ENSG00000164405	False
ENSG00000164406	False
ENSG00000164411	True
ENSG00000164414	False
ENSG00000164418	False
ENSG00000164430	True
ENSG00000164434	True
ENSG00000164438	True
ENSG00000164440	False
ENSG00000164442	True
ENSG00000164451	False
ENSG00000164458	True
ENSG00000164463	False
ENSG00000164465	True
ENSG00000164466	True
ENSG00000164483	True
ENSG00000164484	True
ENSG00000164485	True
ENSG00000164488	True
ENSG00000164494	False
ENSG00000164500	False
ENSG00000164506	False
ENSG00000164508	True
ENSG00000164509	False
ENSG00000164512	False
ENSG00000164520	False
ENSG00000164530	False
ENSG00000164532	True
ENSG00000164535	False
ENSG00000164542	False
ENSG00000164543	True
ENSG00000164548	False
ENSG00000164574	True
ENSG00000164576	False
ENSG00000164587	False
ENSG00000164588	True
ENSG00000164591	False
ENSG00000164597	False
ENSG00000164600	False
ENSG00000164603	False
ENSG00000164604	False
ENSG00000164609	False
ENSG00000164610	False
ENSG00000164611	False
ENSG00000164615	False
ENSG00000164619	False
ENSG00000164620	False
ENSG00000164626	True
ENSG00000164627	False
ENSG00000164631	False
ENSG00000164638	False
ENSG00000164645	False
ENSG00000164647	True
ENSG00000164649	True
ENSG00000164651	False
ENSG00000164654	False
ENSG00000164659	True
ENSG00000164663	False
ENSG00000164674	False
ENSG00000164675	False
ENSG00000164683	False
ENSG00000164684	False
ENSG00000164687	True
ENSG00000164690	True
ENSG00000164691	False
ENSG00000164692	True
ENSG00000164694	False
ENSG00000164695	True
ENSG00000164707	False
ENSG00000164708	False
ENSG00000164713	True
ENSG00000164715	False
ENSG00000164729	False
ENSG00000164733	True
ENSG00000164736	True
ENSG00000164741	True
ENSG00000164742	False
ENSG00000164743	False
ENSG00000164744	False
ENSG00000164746	False
ENSG00000164749	False
ENSG00000164751	False
ENSG00000164754	False
ENSG00000164756	True
ENSG00000164758	False
ENSG00000164761	True
ENSG00000164764	False
ENSG00000164776	False
ENSG00000164778	False
ENSG00000164794	True
ENSG00000164796	False
ENSG00000164808	False
ENSG00000164815	False
ENSG00000164816	False
ENSG00000164818	False
ENSG00000164821	False
ENSG00000164822	True
ENSG00000164823	False
ENSG00000164825	True
ENSG00000164828	False
ENSG00000164830	True
ENSG00000164841	False
ENSG00000164849	False
ENSG00000164850	False
ENSG00000164855	True
ENSG00000164867	False
ENSG00000164871	True
ENSG00000164877	True
ENSG00000164879	False
ENSG00000164880	False
ENSG00000164885	False
ENSG00000164889	True
ENSG00000164893	False
ENSG00000164896	False
ENSG00000164897	False
ENSG00000164898	False
ENSG00000164902	False
ENSG00000164904	True
ENSG00000164916	False
ENSG00000164919	False
ENSG00000164920	False
ENSG00000164924	False
ENSG00000164929	False
ENSG00000164930	True
ENSG00000164932	True
ENSG00000164933	False
ENSG00000164934	False
ENSG00000164935	True
ENSG00000164938	False
ENSG00000164941	False
ENSG00000164944	False
ENSG00000164946	False
ENSG00000164949	True
ENSG00000164951	True
ENSG00000164953	False
ENSG00000164961	False
ENSG00000164967	False
ENSG00000164970	False
ENSG00000164972	False
ENSG00000164975	False
ENSG00000164976	False
ENSG00000164978	False
ENSG00000164983	False
ENSG00000164985	True
ENSG00000164989	False
ENSG00000165006	False
ENSG00000165023	True
ENSG00000165025	True
ENSG00000165028	False
ENSG00000165029	False
ENSG00000165030	True
ENSG00000165046	True
ENSG00000165055	False
ENSG00000165059	False
ENSG00000165060	False
ENSG00000165061	True
ENSG00000165066	True
ENSG00000165071	False
ENSG00000165072	False
ENSG00000165076	False
ENSG00000165078	True
ENSG00000165084	False
ENSG00000165091	False
ENSG00000165092	True
ENSG00000165097	False
ENSG00000165102	False
ENSG00000165105	True
ENSG00000165113	False
ENSG00000165115	False
ENSG00000165118	True
ENSG00000165119	False
ENSG00000165120	False
ENSG00000165124	False
ENSG00000165125	True
ENSG00000165131	False
ENSG00000165138	True
ENSG00000165140	True
ENSG00000165152	True
ENSG00000165156	False
ENSG00000165164	False
ENSG00000165168	False
ENSG00000165169	True
ENSG00000165171	False
ENSG00000165175	True
ENSG00000165181	False
ENSG00000165182	False
ENSG00000165185	False
ENSG00000165186	False
ENSG00000165188	False
ENSG00000165192	False
ENSG00000165194	True
ENSG00000165195	False
ENSG00000165197	False
ENSG00000165202	False
ENSG00000165204	False
ENSG00000165209	False
ENSG00000165215	True
ENSG00000165219	False
ENSG00000165233	False
ENSG00000165238	True
ENSG00000165240	False
ENSG00000165244	False
ENSG00000165246	True
ENSG00000165259	False
ENSG00000165264	False
ENSG00000165269	False
ENSG00000165271	False
ENSG00000165275	False
ENSG00000165280	False
ENSG00000165282	False
ENSG00000165283	False
ENSG00000165288	False
ENSG00000165300	False
ENSG00000165304	False
ENSG00000165309	False
ENSG00000165312	False
ENSG00000165322	False
ENSG00000165323	False
ENSG00000165325	False
ENSG00000165338	False
ENSG00000165349	True
ENSG00000165355	False
ENSG00000165359	True
ENSG00000165370	False
ENSG00000165376	False
ENSG00000165379	True
ENSG00000165383	False
ENSG00000165389	False
ENSG00000165392	False
ENSG00000165406	False
ENSG00000165409	False
ENSG00000165410	True
ENSG00000165416	False
ENSG00000165417	False
ENSG00000165424	False
ENSG00000165434	False
ENSG00000165443	False
ENSG00000165457	False
ENSG00000165458	False
ENSG00000165462	False
ENSG00000165471	True
ENSG00000165474	True
ENSG00000165475	True
ENSG00000165476	False
ENSG00000165478	False
ENSG00000165480	False
ENSG00000165487	False
ENSG00000165490	False
ENSG00000165494	False
ENSG00000165495	True
ENSG00000165496	True
ENSG00000165501	False
ENSG00000165502	False
ENSG00000165506	False
ENSG00000165507	False
ENSG00000165509	False
ENSG00000165512	True
ENSG00000165516	False
ENSG00000165521	False
ENSG00000165525	False
ENSG00000165526	False
ENSG00000165527	False
ENSG00000165533	False
ENSG00000165548	False
ENSG00000165553	True
ENSG00000165555	False
ENSG00000165556	True
ENSG00000165566	False
ENSG00000165568	True
ENSG00000165572	False
ENSG00000165583	True
ENSG00000165584	True
ENSG00000165588	True
ENSG00000165591	True
ENSG00000165606	False
ENSG00000165609	False
ENSG00000165617	False
ENSG00000165621	False
ENSG00000165623	False
ENSG00000165626	True
ENSG00000165629	False
ENSG00000165630	False
ENSG00000165632	False
ENSG00000165633	True
ENSG00000165637	False
ENSG00000165643	False
ENSG00000165644	True
ENSG00000165646	False
ENSG00000165650	False
ENSG00000165655	True
ENSG00000165660	False
ENSG00000165661	False
ENSG00000165669	False
ENSG00000165671	True
ENSG00000165672	False
ENSG00000165675	False
ENSG00000165678	False
ENSG00000165682	False
ENSG00000165684	False
ENSG00000165685	True
ENSG00000165688	False
ENSG00000165689	False
ENSG00000165694	False
ENSG00000165695	False
ENSG00000165698	False
ENSG00000165699	False
ENSG00000165702	False
ENSG00000165704	False
ENSG00000165714	False
ENSG00000165716	False
ENSG00000165724	False
ENSG00000165730	False
ENSG00000165731	False
ENSG00000165732	False
ENSG00000165733	False
ENSG00000165752	True
ENSG00000165757	False
ENSG00000165762	False
ENSG00000165775	False
ENSG00000165782	False
ENSG00000165792	False
ENSG00000165794	False
ENSG00000165795	True
ENSG00000165799	True
ENSG00000165801	True
ENSG00000165802	False
ENSG00000165804	True
ENSG00000165805	False
ENSG00000165806	False
ENSG00000165807	False
ENSG00000165810	True
ENSG00000165813	False
ENSG00000165816	False
ENSG00000165819	False
ENSG00000165821	False
ENSG00000165828	False
ENSG00000165832	False
ENSG00000165837	False
ENSG00000165841	False
ENSG00000165861	False
ENSG00000165863	True
ENSG00000165868	True
ENSG00000165879	False
ENSG00000165886	True
ENSG00000165887	False
ENSG00000165891	False
ENSG00000165895	False
ENSG00000165898	False
ENSG00000165899	False
ENSG00000165905	True
ENSG00000165912	True
ENSG00000165914	True
ENSG00000165915	False
ENSG00000165916	False
ENSG00000165917	False
ENSG00000165923	False
ENSG00000165929	True
ENSG00000165934	False
ENSG00000165935	False
ENSG00000165943	False
ENSG00000165948	False
ENSG00000165949	True
ENSG00000165953	False
ENSG00000165959	False
ENSG00000165966	True
ENSG00000165970	False
ENSG00000165972	False
ENSG00000165973	False
ENSG00000165983	True
ENSG00000165985	False
ENSG00000165995	False
ENSG00000165996	True
ENSG00000165997	False
ENSG00000166002	True
ENSG00000166004	False
ENSG00000166006	True
ENSG00000166012	False
ENSG00000166016	False
ENSG00000166024	False
ENSG00000166025	True
ENSG00000166033	True
ENSG00000166035	False
ENSG00000166037	False
ENSG00000166046	False
ENSG00000166049	True
ENSG00000166068	True
ENSG00000166069	False
ENSG00000166073	True
ENSG00000166086	True
ENSG00000166090	False
ENSG00000166091	True
ENSG00000166105	True
ENSG00000166106	True
ENSG00000166111	False
ENSG00000166118	False
ENSG00000166123	True
ENSG00000166126	False
ENSG00000166128	False
ENSG00000166130	True
ENSG00000166133	False
ENSG00000166135	False
ENSG00000166136	False
ENSG00000166140	False
ENSG00000166143	True
ENSG00000166145	True
ENSG00000166147	True
ENSG00000166148	False
ENSG00000166152	False
ENSG00000166153	False
ENSG00000166159	False
ENSG00000166160	False
ENSG00000166164	False
ENSG00000166165	True
ENSG00000166166	False
ENSG00000166167	False
ENSG00000166169	False
ENSG00000166170	False
ENSG00000166171	False
ENSG00000166173	True
ENSG00000166181	True
ENSG00000166183	False
ENSG00000166188	False
ENSG00000166189	False
ENSG00000166192	False
ENSG00000166197	False
ENSG00000166199	True
ENSG00000166200	False
ENSG00000166206	True
ENSG00000166211	True
ENSG00000166220	True
ENSG00000166224	False
ENSG00000166225	False
ENSG00000166226	False
ENSG00000166228	True
ENSG00000166233	False
ENSG00000166246	False
ENSG00000166250	True
ENSG00000166257	False
ENSG00000166260	False
ENSG00000166261	False
ENSG00000166262	False
ENSG00000166263	False
ENSG00000166265	True
ENSG00000166266	False
ENSG00000166268	False
ENSG00000166272	False
ENSG00000166275	False
ENSG00000166278	False
ENSG00000166289	False
ENSG00000166292	True
ENSG00000166295	True
ENSG00000166311	True
ENSG00000166313	True
ENSG00000166317	False
ENSG00000166321	False
ENSG00000166323	False
ENSG00000166326	False
ENSG00000166329	False
ENSG00000166333	False
ENSG00000166337	False
ENSG00000166340	True
ENSG00000166341	False
ENSG00000166342	True
ENSG00000166343	False
ENSG00000166347	True
ENSG00000166348	False
ENSG00000166349	False
ENSG00000166351	True
ENSG00000166352	True
ENSG00000166359	False
ENSG00000166363	False
ENSG00000166368	False
ENSG00000166377	False
ENSG00000166387	True
ENSG00000166391	True
ENSG00000166394	True
ENSG00000166396	True
ENSG00000166398	False
ENSG00000166401	True
ENSG00000166402	True
ENSG00000166405	True
ENSG00000166407	False
ENSG00000166411	False
ENSG00000166415	True
ENSG00000166426	True
ENSG00000166428	False
ENSG00000166432	False
ENSG00000166435	False
ENSG00000166436	False
ENSG00000166439	False
ENSG00000166441	False
ENSG00000166444	True
ENSG00000166446	False
ENSG00000166448	False
ENSG00000166450	False
ENSG00000166451	False
ENSG00000166452	False
ENSG00000166454	False
ENSG00000166455	False
ENSG00000166471	False
ENSG00000166477	False
ENSG00000166478	False
ENSG00000166479	True
ENSG00000166482	False
ENSG00000166483	False
ENSG00000166484	False
ENSG00000166501	False
ENSG00000166503	True
ENSG00000166507	False
ENSG00000166508	False
ENSG00000166509	False
ENSG00000166510	True
ENSG00000166523	True
ENSG00000166526	False
ENSG00000166527	False
ENSG00000166529	False
ENSG00000166532	True
ENSG00000166535	True
ENSG00000166546	False
ENSG00000166548	False
ENSG00000166557	True
ENSG00000166558	False
ENSG00000166562	True
ENSG00000166569	False
ENSG00000166573	True
ENSG00000166575	False
ENSG00000166578	False
ENSG00000166579	False
ENSG00000166582	True
ENSG00000166589	True
ENSG00000166592	False
ENSG00000166595	False
ENSG00000166596	False
ENSG00000166598	False
ENSG00000166603	False
ENSG00000166619	True
ENSG00000166634	False
ENSG00000166664	False
ENSG00000166669	True
ENSG00000166670	False
ENSG00000166676	False
ENSG00000166682	False
ENSG00000166685	False
ENSG00000166689	True
ENSG00000166704	True
ENSG00000166707	False
ENSG00000166710	True
ENSG00000166716	False
ENSG00000166734	False
ENSG00000166736	False
ENSG00000166741	True
ENSG00000166743	False
ENSG00000166747	False
ENSG00000166750	True
ENSG00000166762	False
ENSG00000166780	True
ENSG00000166783	False
ENSG00000166788	False
ENSG00000166793	False
ENSG00000166794	False
ENSG00000166796	False
ENSG00000166797	False
ENSG00000166800	False
ENSG00000166801	True
ENSG00000166803	True
ENSG00000166813	True
ENSG00000166816	False
ENSG00000166819	False
ENSG00000166821	False
ENSG00000166822	False
ENSG00000166823	False
ENSG00000166825	True
ENSG00000166828	True
ENSG00000166831	True
ENSG00000166833	True
ENSG00000166839	False
ENSG00000166840	False
ENSG00000166845	False
ENSG00000166847	False
ENSG00000166848	False
ENSG00000166851	False
ENSG00000166855	False
ENSG00000166856	False
ENSG00000166860	False
ENSG00000166862	True
ENSG00000166863	False
ENSG00000166866	False
ENSG00000166869	True
ENSG00000166881	False
ENSG00000166884	False
ENSG00000166886	False
ENSG00000166887	False
ENSG00000166888	True
ENSG00000166889	False
ENSG00000166896	False
ENSG00000166897	True
ENSG00000166900	True
ENSG00000166902	False
ENSG00000166908	False
ENSG00000166912	False
ENSG00000166913	False
ENSG00000166920	True
ENSG00000166922	False
ENSG00000166923	False
ENSG00000166924	False
ENSG00000166925	False
ENSG00000166926	False
ENSG00000166927	False
ENSG00000166928	False
ENSG00000166930	False
ENSG00000166938	False
ENSG00000166946	False
ENSG00000166947	False
