Cell_line	CI.05	CI.95	mean	penetrance
SNU81_LARGE_INTESTINE	-4.107225352	-3.309250057	-3.593614383	0.142857143
OSRC2_KIDNEY	-3.821752418	-3.821752418	-3.821752418	0
2313287_STOMACH	-4.034838138	-1.131844352	-1.607880986	0.071428571
NCIH2170_LUNG	-4.081729931	-1.211919926	-1.687870553	0.071428571
HUPT3_PANCREAS	-3.542076932	-3.542076932	-3.542076932	0
HCC1428_BREAST	-3.998821318	-3.998821318	-3.998821318	0
NCIH650_LUNG	-3.186659007	-1.166305137	-1.62316406	0.214285714
NCIH2110_LUNG	-4.375063929	0.248527597	-0.228105641	0.142857143
RERFLCKJ_LUNG	-3.954167198	-3.954167198	-3.954167198	0
PANC0403_PANCREAS	-1.13879246	-0.24131659	-0.536557697	0.428571429
NCIH23_LUNG	-3.97360067	-3.97360067	-3.97360067	0
NUGC3_STOMACH	-3.216196181	-1.18804475	-1.523488258	0.214285714
KNS81_CENTRAL_NERVOUS_SYSTEM	-3.767065418	-3.767065418	-3.767065418	0
COLO800_SKIN	-0.457176928	0.316492488	0.04806219	0.5
IPC298_SKIN	-4.278132931	-1.322193392	-1.764830989	0.214285714
GP2D_LARGE_INTESTINE	-3.959156333	-3.959156333	-3.959156333	0
OE21_OESOPHAGUS	-3.819611714	-3.819611714	-3.819611714	0
KYSE140_OESOPHAGUS	-4.259553636	-4.259553636	-4.259553636	0
NCIH1693_LUNG	-4.054409661	-4.054409661	-4.054409661	0
COV644_OVARY	-2.516160745	-2.516160745	-2.516160745	0
HCC38_BREAST	-3.959156333	-3.959156333	-3.959156333	0
NCIH2452_PLEURA	-3.836190857	-3.836190857	-3.836190857	0
SW1271_LUNG	-3.812171508	-3.812171508	-3.812171508	0
HT1376_URINARY_TRACT	-3.828243443	-3.828243443	-3.828243443	0
HEC251_ENDOMETRIUM	-3.810804942	-3.810804942	-3.810804942	0
KNS42_CENTRAL_NERVOUS_SYSTEM	-3.977067922	-3.977067922	-3.977067922	0
NCIH446_LUNG	-4.00376456	-4.00376456	-4.00376456	0
WM88_SKIN	-3.922012788	-3.074776814	-3.31808153	0.142857143
COLO741_SKIN	-3.150315553	-1.714509625	-2.147481892	0.714285714
HEC108_ENDOMETRIUM	-4.008478557	-4.008478557	-4.008478557	0
MCF7_BREAST	-4.068095413	-4.068095413	-4.068095413	0
SKNAS_AUTONOMIC_GANGLIA	-3.203454628	-2.419131159	-2.683395225	0.285714286
TM31_CENTRAL_NERVOUS_SYSTEM	-3.762194205	-3.762194205	-3.762194205	0
JHH7_LIVER	-2.055147661	-0.987982596	-1.293181706	0.571428571
NCIH2126_LUNG	-3.718422239	-3.204811269	-3.474313908	0.071428571
MFE319_ENDOMETRIUM	-3.936700726	-3.936700726	-3.936700726	0
NCIH747_LARGE_INTESTINE	-3.994449338	-3.994449338	-3.994449338	0
SNU308_BILIARY_TRACT	-3.77546074	-3.77546074	-3.77546074	0
HUH28_BILIARY_TRACT	-3.429579665	-3.429579665	-3.429579665	0
U118MG_CENTRAL_NERVOUS_SYSTEM	-3.104519459	-3.104519459	-3.104519459	0
SNU1214_UPPER_AERODIGESTIVE_TRACT	-3.641773329	-3.641773329	-3.641773329	0
NCIH2228_LUNG	-3.481061323	-3.481061323	-3.481061323	0
NCIH2444_LUNG	-3.756492901	-3.756492901	-3.756492901	0
HEC6_ENDOMETRIUM	-3.741662662	-3.741662662	-3.741662662	0
HCC366_LUNG	-3.73159632	-3.73159632	-3.73159632	0
TE10_OESOPHAGUS	-2.572337929	-0.717131601	-1.130108668	0.285714286
UACC257_SKIN	-3.700446483	-0.203869055	-0.680713553	0.071428571
8305C_THYROID	-3.809021952	-3.809021952	-3.809021952	0
IM95_STOMACH	-4.03679479	-4.03679479	-4.03679479	0
SCC25_UPPER_AERODIGESTIVE_TRACT	-4.002005569	-4.002005569	-4.002005569	0
BICR16_UPPER_AERODIGESTIVE_TRACT	-3.67892176	-3.67892176	-3.67892176	0
ONCODG1_OVARY	-3.70308551	-3.70308551	-3.70308551	0
KALS1_CENTRAL_NERVOUS_SYSTEM	-3.680032962	-3.680032962	-3.680032962	0
SKMEL5_SKIN	-2.331474981	0.919345065	0.589722852	0.285714286
ASPC1_PANCREAS	-3.15274064	-0.713750982	-1.151583179	0.428571429
SNU46_UPPER_AERODIGESTIVE_TRACT	-3.576271781	-3.576271781	-3.576271781	0
769P_KIDNEY	-4.215400414	-4.215400414	-4.215400414	0
NCIH841_LUNG	-3.762958943	-3.762958943	-3.762958943	0
SKMEL24_SKIN	-1.333444539	-0.508442737	-0.757330354	0.285714286
SNU1041_UPPER_AERODIGESTIVE_TRACT	-3.822818826	-3.822818826	-3.822818826	0
WM793_SKIN	-3.730609661	-3.730609661	-3.730609661	0
COV362_OVARY	-3.516969237	-3.516969237	-3.516969237	0
ISTMES1_PLEURA	-3.538760717	-3.538760717	-3.538760717	0
PANC0327_PANCREAS	-3.472496244	-3.472496244	-3.472496244	0
UACC62_SKIN	-3.238753795	-2.725142825	-2.994645464	0.071428571
UBLC1_URINARY_TRACT	-3.420597383	-3.420597383	-3.420597383	0
HCC1937_BREAST	-3.352697147	-3.352697147	-3.352697147	0
MALME3M_SKIN	-4.099127037	-1.220130602	-1.696105698	0.071428571
TUHR4TKB_KIDNEY	-3.35387463	-3.35387463	-3.35387463	0
NCIH1915_LUNG	-1.71425052	0.660394121	0.198147454	0.5
CAPAN2_PANCREAS	-3.609060023	-3.609060023	-3.609060023	0
NCIH1623_LUNG	-3.45141133	-3.45141133	-3.45141133	0
SNU719_STOMACH	-3.292058257	-3.292058257	-3.292058257	0
SNU869_BILIARY_TRACT	-3.624885404	-3.624885404	-3.624885404	0
CAL78_BONE	-3.187856665	-3.187856665	-3.187856665	0
NCIH1355_LUNG	-3.746450962	-3.746450962	-3.746450962	0
RMUGS_OVARY	-3.923810236	-0.972051798	-1.278116806	0.142857143
S117_SOFT_TISSUE	-3.740537754	-3.740537754	-3.740537754	0
MDAMB435S_SKIN	-3.8983904	-3.006916368	-3.384779431	0.071428571
HS294T_SKIN	-3.863945155	-0.586314715	-1.062977876	0.071428571
TCCPAN2_PANCREAS	-3.973882832	-1.53842948	-2.012375525	0.071428571
SNB75_CENTRAL_NERVOUS_SYSTEM	-3.576036836	-3.062425866	-3.331928505	0.071428571
NCIH2009_LUNG	-3.753535858	-3.753535858	-3.753535858	0
NCIH1650_LUNG	-3.839534568	-0.742572204	-1.218999227	0.071428571
DV90_LUNG	-3.947923953	-3.947923953	-3.947923953	0
WM1799_SKIN	-1.960301728	-0.875053383	-1.185834492	0.214285714
WM2664_SKIN	-1.709712366	0.080851685	-0.224060188	0.5
SNU410_PANCREAS	-3.770232712	-3.770232712	-3.770232712	0
OVISE_OVARY	-4.067413692	-4.067413692	-4.067413692	0
HCC1143_BREAST	-3.902177553	-1.375945295	-1.850488493	0.071428571
SNU1105_CENTRAL_NERVOUS_SYSTEM	-3.760199562	-3.760199562	-3.760199562	0
RCC10RGB_KIDNEY	-3.613394336	-3.613394336	-3.613394336	0
RERFLCAD1_LUNG	-3.444467521	-3.444467521	-3.444467521	0
NCIH226_LUNG	-3.797321201	-3.797321201	-3.797321201	0
SKMEL2_SKIN	-3.322172094	-3.322172094	-3.322172094	0
DKMG_CENTRAL_NERVOUS_SYSTEM	-3.466791638	-3.466791638	-3.466791638	0
CAOV3_OVARY	-3.764332087	-3.764332087	-3.764332087	0
IALM_LUNG	-3.362413313	-3.362413313	-3.362413313	0
NCIH2347_LUNG	-3.738117381	-3.738117381	-3.738117381	0
SKMEL3_SKIN	-2.98419601	-2.98419601	-2.98419601	0
SQ1_LUNG	-3.697968839	-3.697968839	-3.697968839	0
UMUC1_URINARY_TRACT	-3.374167089	-3.374167089	-3.374167089	0
LS1034_LARGE_INTESTINE	-3.46070472	-3.46070472	-3.46070472	0
COV434_OVARY	-3.51508041	-3.51508041	-3.51508041	0
CCFSTTG1_CENTRAL_NERVOUS_SYSTEM	-3.798167504	-3.798167504	-3.798167504	0
COLO680N_OESOPHAGUS	-3.95110634	-1.730486682	-2.20241283	0.071428571
SW900_LUNG	-3.831257114	-3.831257114	-3.831257114	0
SH10TC_STOMACH	-2.476877632	-1.015330894	-1.313825353	0.357142857
BT549_BREAST	-3.188430749	-3.188430749	-3.188430749	0
BICR6_UPPER_AERODIGESTIVE_TRACT	-3.962257757	-3.448646787	-3.718149426	0.071428571
BICR31_UPPER_AERODIGESTIVE_TRACT	-3.340743334	-3.340743334	-3.340743334	0
LNCAPCLONEFGC_PROSTATE	-3.597360405	-3.597360405	-3.597360405	0
TEN_ENDOMETRIUM	-3.289792762	-3.289792762	-3.289792762	0
RCM1_LARGE_INTESTINE	-4.031804255	-4.031804255	-4.031804255	0
SNU1079_BILIARY_TRACT	-3.874237542	-3.874237542	-3.874237542	0
BT474_BREAST	-3.767216766	-3.767216766	-3.767216766	0
EFO21_OVARY	-3.721122874	-3.721122874	-3.721122874	0
OV56_OVARY	-3.59780767	-3.59780767	-3.59780767	0
MDAMB175VII_BREAST	-3.658806669	-3.658806669	-3.658806669	0
TT_THYROID	-3.563399322	-3.563399322	-3.563399322	0
PANC0813_PANCREAS	-4.206521946	-1.099458206	-1.575901177	0.071428571
TM87_SOFT_TISSUE	-3.832560911	-2.830316357	-3.15389777	0.142857143
MON_SOFT_TISSUE	-2.948821359	-2.948821359	-2.948821359	0
SKNEP1_BONE	-3.795481866	-3.795481866	-3.795481866	0
EWS502_BONE	-3.513997381	-3.513997381	-3.513997381	0
