Cell_line	CI.05	CI.95	mean	penetrance
HDQP1_BREAST	-3.878942837	-3.878942837	-3.878942837	0
BICR56_UPPER_AERODIGESTIVE_TRACT	-3.818402914	-3.818402914	-3.818402914	0
SNU81_LARGE_INTESTINE	-4.107225352	-2.964931585	-3.383579754	0.071428571
OSRC2_KIDNEY	-3.821752418	-3.007592133	-3.368500892	0.071428571
2313287_STOMACH	-4.034838138	-4.034838138	-4.034838138	0
NCIH2170_LUNG	-4.081729931	-4.081729931	-4.081729931	0
HUPT3_PANCREAS	-3.542076932	-3.542076932	-3.542076932	0
HCC1428_BREAST	-3.998821318	-3.998821318	-3.998821318	0
NCIH650_LUNG	-0.758060622	-0.030173014	-0.293412987	0.714285714
NCIH2110_LUNG	-4.375063929	-3.087360012	-3.521860081	0.071428571
RERFLCKJ_LUNG	-3.954167198	-3.140006913	-3.500915672	0.071428571
PANC0403_PANCREAS	-3.819343382	-3.819343382	-3.819343382	0
NCIH23_LUNG	-1.696567936	-0.959502489	-1.227142063	0.571428571
NUGC3_STOMACH	-4.014171476	-2.396433371	-2.817815503	0.142857143
KNS81_CENTRAL_NERVOUS_SYSTEM	-3.767065418	-3.767065418	-3.767065418	0
COLO800_SKIN	-1.885257421	-0.991090705	-1.268512799	0.714285714
IPC298_SKIN	-3.852076501	-2.839055008	-3.125792215	0.285714286
GP2D_LARGE_INTESTINE	-3.959156333	-3.959156333	-3.959156333	0
OE21_OESOPHAGUS	-3.819611714	-3.819611714	-3.819611714	0
KYSE140_OESOPHAGUS	-4.259553636	-3.80630211	-4.051868733	0.071428571
NCIH1693_LUNG	-4.054409661	-4.054409661	-4.054409661	0
COV644_OVARY	-2.516160745	-1.088773912	-1.534585489	0.071428571
HCC38_BREAST	-3.959156333	-3.959156333	-3.959156333	0
NCIH2452_PLEURA	-3.836190857	-3.836190857	-3.836190857	0
SW1271_LUNG	-3.812171508	-3.812171508	-3.812171508	0
HT1376_URINARY_TRACT	-3.828243443	-3.828243443	-3.828243443	0
HEC251_ENDOMETRIUM	-3.810804942	-3.810804942	-3.810804942	0
KNS42_CENTRAL_NERVOUS_SYSTEM	-3.977067922	-2.797995578	-3.088042869	0.142857143
NCIH446_LUNG	-4.00376456	-4.00376456	-4.00376456	0
WM88_SKIN	-3.922012788	-2.525563741	-2.969150623	0.071428571
COLO741_SKIN	-0.327420634	0.027758953	-0.12009169	1
HEC108_ENDOMETRIUM	-4.008478557	-4.008478557	-4.008478557	0
MCF7_BREAST	-4.068095413	-4.068095413	-4.068095413	0
SKNAS_AUTONOMIC_GANGLIA	0.501498645	0.923944222	0.746778984	1
TM31_CENTRAL_NERVOUS_SYSTEM	-3.762194205	-3.762194205	-3.762194205	0
JHH7_LIVER	-1.286684174	-0.540620393	-0.794466575	0.857142857
NCIH2126_LUNG	-3.718422239	-3.718422239	-3.718422239	0
MFE319_ENDOMETRIUM	-3.936700726	-3.936700726	-3.936700726	0
NCIH747_LARGE_INTESTINE	-3.994449338	-3.994449338	-3.994449338	0
SNU308_BILIARY_TRACT	-3.77546074	-3.77546074	-3.77546074	0
HUH28_BILIARY_TRACT	-3.429579665	-3.429579665	-3.429579665	0
U118MG_CENTRAL_NERVOUS_SYSTEM	-3.104519459	-3.104519459	-3.104519459	0
SNU1214_UPPER_AERODIGESTIVE_TRACT	-3.641773329	-3.641773329	-3.641773329	0
NCIH2228_LUNG	-3.481061323	-2.053674489	-2.358394861	0.142857143
NCIH2444_LUNG	-3.756492901	-3.756492901	-3.756492901	0
HEC6_ENDOMETRIUM	-3.741662662	-2.733155508	-3.132501853	0.071428571
HCC366_LUNG	-3.73159632	-3.73159632	-3.73159632	0
TE10_OESOPHAGUS	-4.021900397	-4.021900397	-4.021900397	0
UACC257_SKIN	-3.700446483	-3.700446483	-3.700446483	0
8305C_THYROID	-3.809021952	-1.163113439	-1.636482544	0.142857143
IM95_STOMACH	-4.03679479	-4.03679479	-4.03679479	0
SCC25_UPPER_AERODIGESTIVE_TRACT	-4.002005569	-4.002005569	-4.002005569	0
BICR16_UPPER_AERODIGESTIVE_TRACT	-3.67892176	-3.67892176	-3.67892176	0
ONCODG1_OVARY	-3.70308551	-3.70308551	-3.70308551	0
KALS1_CENTRAL_NERVOUS_SYSTEM	-3.680032962	-3.680032962	-3.680032962	0
SKMEL5_SKIN	-2.915496164	-0.782979542	-1.248564166	0.214285714
ASPC1_PANCREAS	-3.122099187	-2.220668168	-2.519183499	0.428571429
SNU46_UPPER_AERODIGESTIVE_TRACT	-3.576271781	-3.576271781	-3.576271781	0
769P_KIDNEY	-4.215400414	-4.215400414	-4.215400414	0
NCIH841_LUNG	-0.871004459	-0.076715409	-0.344873474	0.642857143
SKMEL24_SKIN	-3.774866426	-2.766359273	-3.165705618	0.071428571
SNU1041_UPPER_AERODIGESTIVE_TRACT	-3.284653589	-1.793104489	-2.198706187	0.214285714
WM793_SKIN	-3.730609661	-3.730609661	-3.730609661	0
COV362_OVARY	-3.516969237	-3.516969237	-3.516969237	0
ISTMES1_PLEURA	-3.538760717	-3.538760717	-3.538760717	0
PANC0327_PANCREAS	-3.472496244	-3.472496244	-3.472496244	0
UACC62_SKIN	-1.177856175	-0.235620389	-0.55428661	0.5
UBLC1_URINARY_TRACT	-3.420597383	-3.420597383	-3.420597383	0
HCC1937_BREAST	-3.352697147	-3.352697147	-3.352697147	0
MALME3M_SKIN	-4.099127037	-3.428962276	-3.75152864	0.071428571
TUHR4TKB_KIDNEY	-3.35387463	-3.35387463	-3.35387463	0
NCIH1915_LUNG	0.346571274	0.748381485	0.578490195	1
CAPAN2_PANCREAS	-3.609060023	-3.609060023	-3.609060023	0
NCIH1623_LUNG	-3.45141133	-3.45141133	-3.45141133	0
SNU719_STOMACH	-3.292058257	-3.292058257	-3.292058257	0
SNU869_BILIARY_TRACT	-2.61637825	-0.798421224	-1.17963309	0.214285714
CAL78_BONE	-3.187856665	-3.187856665	-3.187856665	0
NCIH1355_LUNG	-3.746450962	-3.746450962	-3.746450962	0
RMUGS_OVARY	-3.923810236	-3.923810236	-3.923810236	0
S117_SOFT_TISSUE	-1.433600979	-0.143813665	-0.51923354	0.285714286
MDAMB435S_SKIN	-1.779104873	-0.557687277	-0.879931619	0.571428571
HS294T_SKIN	-1.619104718	-0.940700505	-1.197467687	0.642857143
TCCPAN2_PANCREAS	-3.973882832	-3.973882832	-3.973882832	0
SNB75_CENTRAL_NERVOUS_SYSTEM	-3.576036836	-3.576036836	-3.576036836	0
NCIH2009_LUNG	-3.753535858	-3.753535858	-3.753535858	0
NCIH1650_LUNG	-1.812314308	-1.078521924	-1.334577884	0.642857143
DV90_LUNG	-3.947923953	-3.947923953	-3.947923953	0
WM1799_SKIN	-2.381132094	-1.81321466	-2.025740126	0.5
WM2664_SKIN	-0.342416916	0.229940661	0.019455418	0.928571429
SNU410_PANCREAS	-3.770232712	-3.770232712	-3.770232712	0
OVISE_OVARY	-4.067413692	-4.067413692	-4.067413692	0
HCC1143_BREAST	-3.902177553	-3.902177553	-3.902177553	0
SNU1105_CENTRAL_NERVOUS_SYSTEM	-3.760199562	-3.760199562	-3.760199562	0
RCC10RGB_KIDNEY	-3.613394336	-3.613394336	-3.613394336	0
RERFLCAD1_LUNG	-2.069940133	-1.397684534	-1.649848644	0.5
NCIH226_LUNG	-3.797321201	-3.344069674	-3.589636297	0.071428571
SKMEL2_SKIN	-3.322172094	-3.322172094	-3.322172094	0
DKMG_CENTRAL_NERVOUS_SYSTEM	-3.466791638	-2.652631353	-3.013540111	0.071428571
CAOV3_OVARY	-3.764332087	-3.764332087	-3.764332087	0
IALM_LUNG	-3.362413313	-3.362413313	-3.362413313	0
NCIH2347_LUNG	-3.738117381	-3.738117381	-3.738117381	0
SKMEL3_SKIN	-2.98419601	-2.98419601	-2.98419601	0
SQ1_LUNG	-3.697968839	-3.697968839	-3.697968839	0
UMUC1_URINARY_TRACT	-3.374167089	-3.374167089	-3.374167089	0
LS1034_LARGE_INTESTINE	-3.46070472	-3.46070472	-3.46070472	0
COV434_OVARY	-3.51508041	-3.51508041	-3.51508041	0
CCFSTTG1_CENTRAL_NERVOUS_SYSTEM	-3.798167504	-3.798167504	-3.798167504	0
COLO680N_OESOPHAGUS	-3.95110634	-3.95110634	-3.95110634	0
SW900_LUNG	-3.831257114	-2.82274996	-3.222096306	0.071428571
SH10TC_STOMACH	-1.050841476	-0.731008804	-0.867323153	0.928571429
BT549_BREAST	-3.188430749	-3.188430749	-3.188430749	0
BICR6_UPPER_AERODIGESTIVE_TRACT	-3.962257757	-3.962257757	-3.962257757	0
BICR31_UPPER_AERODIGESTIVE_TRACT	-3.340743334	-3.340743334	-3.340743334	0
LNCAPCLONEFGC_PROSTATE	-3.597360405	-3.597360405	-3.597360405	0
TEN_ENDOMETRIUM	-3.289792762	-3.289792762	-3.289792762	0
RCM1_LARGE_INTESTINE	-4.031804255	-4.031804255	-4.031804255	0
SNU1079_BILIARY_TRACT	-3.874237542	-3.874237542	-3.874237542	0
BT474_BREAST	-3.767216766	-3.767216766	-3.767216766	0
EFO21_OVARY	-3.721122874	-3.721122874	-3.721122874	0
OV56_OVARY	-3.59780767	-3.59780767	-3.59780767	0
MDAMB175VII_BREAST	-3.658806669	-3.658806669	-3.658806669	0
TT_THYROID	-3.563399322	-3.563399322	-3.563399322	0
PANC0813_PANCREAS	-4.206521946	-4.206521946	-4.206521946	0
TM87_SOFT_TISSUE	-0.154849458	0.536807373	0.28275164	0.857142857
MON_SOFT_TISSUE	-2.948821359	-2.948821359	-2.948821359	0
SKNEP1_BONE	-3.795481866	-1.853675043	-2.320976817	0.071428571
EWS502_BONE	-3.513997381	-3.513997381	-3.513997381	0
