Cell_line	CI.05	CI.95	mean	penetrance
BICR56_UPPER_AERODIGESTIVE_TRACT	-3.818402914	-2.689755438	-3.106660808	0.071428571
SNU81_LARGE_INTESTINE	-4.107225352	-2.523538694	-2.952572302	0.142857143
OSRC2_KIDNEY	-3.821752418	-2.137794524	-2.597295353	0.071428571
2313287_STOMACH	-4.034838138	-4.034838138	-4.034838138	0
NCIH2170_LUNG	-4.081729931	-4.081729931	-4.081729931	0
HUPT3_PANCREAS	-3.542076932	-3.542076932	-3.542076932	0
HCC1428_BREAST	-3.998821318	-3.998821318	-3.998821318	0
NCIH650_LUNG	-1.520712307	1.290367083	0.815744248	0.642857143
NCIH2110_LUNG	-4.375063929	-2.909461768	-3.335326817	0.142857143
RERFLCKJ_LUNG	-3.954167198	-1.806756619	-2.277735603	0.071428571
PANC0403_PANCREAS	-3.819343382	-3.0427095	-3.394512179	0.071428571
NCIH23_LUNG	-3.97360067	-2.028458253	-2.484001577	0.142857143
NUGC3_STOMACH	-4.014171476	-1.686586525	-2.116514244	0.142857143
KNS81_CENTRAL_NERVOUS_SYSTEM	-3.767065418	-3.767065418	-3.767065418	0
COLO800_SKIN	-1.309486856	0.603493752	0.16956923	0.571428571
IPC298_SKIN	-3.979473494	-2.648013166	-2.98829361	0.214285714
GP2D_LARGE_INTESTINE	-3.959156333	-3.959156333	-3.959156333	0
OE21_OESOPHAGUS	-3.819611714	-3.819611714	-3.819611714	0
KYSE140_OESOPHAGUS	-4.259553636	-2.675866977	-3.130906159	0.071428571
NCIH1693_LUNG	-4.054409661	-4.054409661	-4.054409661	0
COV644_OVARY	-2.516160745	-2.516160745	-2.516160745	0
HCC38_BREAST	-3.959156333	-3.959156333	-3.959156333	0
NCIH2452_PLEURA	-3.836190857	-3.836190857	-3.836190857	0
SW1271_LUNG	-3.812171508	-2.683524031	-3.100429402	0.071428571
HT1376_URINARY_TRACT	-3.828243443	-2.217236548	-2.673590393	0.071428571
HEC251_ENDOMETRIUM	-3.810804942	-0.431630983	-0.797964134	0.142857143
KNS42_CENTRAL_NERVOUS_SYSTEM	-3.977067922	-3.977067922	-3.977067922	0
NCIH446_LUNG	-4.00376456	-4.00376456	-4.00376456	0
WM88_SKIN	-1.472553211	0.994092052	0.524861815	0.571428571
COLO741_SKIN	-2.165786294	0.550628496	0.224158544	0.785714286
HEC108_ENDOMETRIUM	-4.008478557	-4.008478557	-4.008478557	0
MCF7_BREAST	-4.068095413	-4.068095413	-4.068095413	0
SKNAS_AUTONOMIC_GANGLIA	-1.636086621	0.704798402	0.23664855	0.571428571
TM31_CENTRAL_NERVOUS_SYSTEM	-3.762194205	-3.762194205	-3.762194205	0
JHH7_LIVER	-1.749949657	1.393687768	1.008831473	0.857142857
NCIH2126_LUNG	-3.718422239	-3.718422239	-3.718422239	0
MFE319_ENDOMETRIUM	-3.936700726	-3.936700726	-3.936700726	0
NCIH747_LARGE_INTESTINE	-3.994449338	-2.288664852	-2.749012895	0.071428571
SNU308_BILIARY_TRACT	-3.77546074	-1.941565001	-2.40613669	0.071428571
HUH28_BILIARY_TRACT	-3.429579665	-3.429579665	-3.429579665	0
U118MG_CENTRAL_NERVOUS_SYSTEM	-3.104519459	-3.104519459	-3.104519459	0
SNU1214_UPPER_AERODIGESTIVE_TRACT	-3.641773329	-3.641773329	-3.641773329	0
NCIH2228_LUNG	-3.481061323	-3.481061323	-3.481061323	0
NCIH2444_LUNG	-3.756492901	-3.756492901	-3.756492901	0
HEC6_ENDOMETRIUM	-3.741662662	-3.741662662	-3.741662662	0
HCC366_LUNG	-3.73159632	-3.73159632	-3.73159632	0
TE10_OESOPHAGUS	-3.75948596	-2.594979232	-2.982163286	0.214285714
UACC257_SKIN	-3.700446483	-2.498033912	-2.9238126	0.071428571
8305C_THYROID	-3.809021952	-2.76928484	-3.173600313	0.071428571
IM95_STOMACH	-4.03679479	-4.03679479	-4.03679479	0
SCC25_UPPER_AERODIGESTIVE_TRACT	-4.002005569	-4.002005569	-4.002005569	0
BICR16_UPPER_AERODIGESTIVE_TRACT	-3.67892176	-3.67892176	-3.67892176	0
ONCODG1_OVARY	-3.70308551	-3.70308551	-3.70308551	0
KALS1_CENTRAL_NERVOUS_SYSTEM	-3.680032962	-3.680032962	-3.680032962	0
SKMEL5_SKIN	-3.000680124	-2.223357449	-2.486460678	0.214285714
ASPC1_PANCREAS	-1.850586139	0.27884973	-0.15948879	0.5
SNU46_UPPER_AERODIGESTIVE_TRACT	-3.576271781	-3.576271781	-3.576271781	0
769P_KIDNEY	-4.215400414	-4.215400414	-4.215400414	0
NCIH841_LUNG	-3.762958943	-3.762958943	-3.762958943	0
SKMEL24_SKIN	-3.774866426	-1.940970687	-2.321779004	0.142857143
SNU1041_UPPER_AERODIGESTIVE_TRACT	-3.560404389	-0.997915064	-1.417809211	0.214285714
WM793_SKIN	-3.730609661	-3.730609661	-3.730609661	0
COV362_OVARY	-3.516969237	-3.516969237	-3.516969237	0
ISTMES1_PLEURA	-3.538760717	-1.832976231	-2.293324274	0.071428571
PANC0327_PANCREAS	-3.472496244	-3.472496244	-3.472496244	0
UACC62_SKIN	-2.603332156	-0.159827051	-0.553935249	0.214285714
UBLC1_URINARY_TRACT	-3.420597383	-3.420597383	-3.420597383	0
HCC1937_BREAST	-3.352697147	-3.352697147	-3.352697147	0
MALME3M_SKIN	-4.099127037	-4.099127037	-4.099127037	0
TUHR4TKB_KIDNEY	-3.35387463	-3.35387463	-3.35387463	0
NCIH1915_LUNG	-1.787321138	-0.712924917	-1.072629092	0.714285714
CAPAN2_PANCREAS	-3.609060023	-3.609060023	-3.609060023	0
NCIH1623_LUNG	-3.45141133	-3.45141133	-3.45141133	0
SNU719_STOMACH	-3.292058257	-3.292058257	-3.292058257	0
SNU869_BILIARY_TRACT	-3.624885404	0.90726848	0.43036318	0.142857143
CAL78_BONE	-3.187856665	-3.187856665	-3.187856665	0
NCIH1355_LUNG	-3.746450962	-3.746450962	-3.746450962	0
RMUGS_OVARY	-3.923810236	-1.404706204	-1.739511443	0.142857143
S117_SOFT_TISSUE	-2.812725618	-1.807839557	-2.112227739	0.214285714
MDAMB435S_SKIN	-3.8983904	-2.69597783	-3.121756518	0.071428571
HS294T_SKIN	-3.863945155	-1.050518248	-1.526306838	0.071428571
TCCPAN2_PANCREAS	-3.711468395	-2.129547452	-2.560660764	0.214285714
SNB75_CENTRAL_NERVOUS_SYSTEM	-3.576036836	-3.576036836	-3.576036836	0
NCIH2009_LUNG	-3.753535858	-3.753535858	-3.753535858	0
NCIH1650_LUNG	-3.839534568	-3.839534568	-3.839534568	0
DV90_LUNG	-3.947923953	-3.947923953	-3.947923953	0
WM1799_SKIN	-3.1630276	-2.052050097	-2.399372498	0.285714286
WM2664_SKIN	-0.982826534	0.042971155	-0.282695413	1
SNU410_PANCREAS	-3.770232712	-3.770232712	-3.770232712	0
OVISE_OVARY	-4.067413692	-4.067413692	-4.067413692	0
HCC1143_BREAST	-3.902177553	-3.902177553	-3.902177553	0
SNU1105_CENTRAL_NERVOUS_SYSTEM	-3.760199562	-3.760199562	-3.760199562	0
RCC10RGB_KIDNEY	-3.613394336	-3.613394336	-3.613394336	0
RERFLCAD1_LUNG	-3.444467521	-2.667833638	-3.019636317	0.071428571
NCIH226_LUNG	-3.797321201	-2.050922058	-2.512741538	0.071428571
SKMEL2_SKIN	-3.322172094	-3.322172094	-3.322172094	0
DKMG_CENTRAL_NERVOUS_SYSTEM	-3.466791638	-3.466791638	-3.466791638	0
CAOV3_OVARY	-3.764332087	-3.764332087	-3.764332087	0
IALM_LUNG	-3.362413313	-3.362413313	-3.362413313	0
NCIH2347_LUNG	-3.738117381	-3.738117381	-3.738117381	0
SKMEL3_SKIN	-2.98419601	-2.98419601	-2.98419601	0
SQ1_LUNG	-3.697968839	-3.697968839	-3.697968839	0
UMUC1_URINARY_TRACT	-3.374167089	-1.330649145	-1.799982922	0.071428571
LS1034_LARGE_INTESTINE	-3.46070472	-3.46070472	-3.46070472	0
COV434_OVARY	-3.51508041	-3.51508041	-3.51508041	0
CCFSTTG1_CENTRAL_NERVOUS_SYSTEM	-3.798167504	-3.798167504	-3.798167504	0
COLO680N_OESOPHAGUS	-3.408338572	-1.532140272	-1.952186375	0.214285714
SW900_LUNG	-3.831257114	-3.831257114	-3.831257114	0
SH10TC_STOMACH	-2.855000256	0.134921767	-0.340344452	0.357142857
BT549_BREAST	-3.188430749	-3.188430749	-3.188430749	0
BICR6_UPPER_AERODIGESTIVE_TRACT	-3.962257757	-3.419489989	-3.69984332	0.071428571
BICR31_UPPER_AERODIGESTIVE_TRACT	-3.340743334	-3.340743334	-3.340743334	0
LNCAPCLONEFGC_PROSTATE	-3.597360405	-3.597360405	-3.597360405	0
TEN_ENDOMETRIUM	-3.289792762	-3.289792762	-3.289792762	0
RCM1_LARGE_INTESTINE	-4.031804255	-4.031804255	-4.031804255	0
SNU1079_BILIARY_TRACT	-3.874237542	-3.874237542	-3.874237542	0
BT474_BREAST	-3.767216766	-3.767216766	-3.767216766	0
EFO21_OVARY	-3.721122874	-3.721122874	-3.721122874	0
OV56_OVARY	-3.59780767	-3.59780767	-3.59780767	0
MDAMB175VII_BREAST	-3.658806669	-3.658806669	-3.658806669	0
TT_THYROID	-3.563399322	-3.563399322	-3.563399322	0
PANC0813_PANCREAS	-4.206521946	-3.27870981	-3.663754178	0.071428571
TM87_SOFT_TISSUE	-3.570146474	-1.953544781	-2.331442937	0.214285714
MON_SOFT_TISSUE	-2.948821359	-2.948821359	-2.948821359	0
SKNEP1_BONE	-3.795481866	-3.795481866	-3.795481866	0
EWS502_BONE	-3.513997381	-3.513997381	-3.513997381	0
