Cell_line	CI.05	CI.95	mean	penetrance
DETROIT562_UPPER_AERODIGESTIVE_TRACT	-3.967727896	-3.285075438	-3.611343607	0.071428571
PECAPJ49_UPPER_AERODIGESTIVE_TRACT	-3.799855179	-3.117202721	-3.44347089	0.071428571
SW1088_CENTRAL_NERVOUS_SYSTEM	-3.700093398	-3.700093398	-3.700093398	0
BCPAP_THYROID	-3.152567648	-1.236640689	-1.690450782	0.142857143
HDQP1_BREAST	-3.878942837	-3.878942837	-3.878942837	0
BICR56_UPPER_AERODIGESTIVE_TRACT	-3.818402914	-3.818402914	-3.818402914	0
SNU81_LARGE_INTESTINE	-4.107225352	-2.896038283	-3.171151883	0.142857143
OSRC2_KIDNEY	-1.530390761	-0.766074578	-1.028189271	0.357142857
2313287_STOMACH	-4.034838138	-4.034838138	-4.034838138	0
NCIH2170_LUNG	-4.081729931	-3.399077473	-3.725345641	0.071428571
HUPT3_PANCREAS	-3.542076932	-3.542076932	-3.542076932	0
HCC1428_BREAST	-3.998821318	-3.998821318	-3.998821318	0
NCIH650_LUNG	-1.482597147	-0.39257902	-0.742866494	0.357142857
NCIH2110_LUNG	-4.375063929	-4.375063929	-4.375063929	0
RERFLCKJ_LUNG	-3.954167198	-3.954167198	-3.954167198	0
PANC0403_PANCREAS	-3.819343382	-1.924007432	-2.240883505	0.142857143
NCIH23_LUNG	-3.97360067	-3.97360067	-3.97360067	0
NUGC3_STOMACH	-2.1632002	-1.106416176	-1.40896099	0.285714286
KNS81_CENTRAL_NERVOUS_SYSTEM	-3.767065418	-1.690482112	-2.160382068	0.071428571
COLO800_SKIN	-1.341829678	1.047585759	0.577190096	0.5
IPC298_SKIN	-2.747678932	-1.163784356	-1.540548881	0.285714286
GP2D_LARGE_INTESTINE	-3.959156333	-3.959156333	-3.959156333	0
OE21_OESOPHAGUS	-3.819611714	-3.819611714	-3.819611714	0
KYSE140_OESOPHAGUS	-2.371304172	-1.363568813	-1.662647677	0.214285714
NCIH1693_LUNG	-4.054409661	-4.054409661	-4.054409661	0
COV644_OVARY	-2.516160745	-2.516160745	-2.516160745	0
HCC38_BREAST	-3.959156333	-3.959156333	-3.959156333	0
NCIH2452_PLEURA	-3.836190857	-3.836190857	-3.836190857	0
SW1271_LUNG	-3.812171508	-3.812171508	-3.812171508	0
HT1376_URINARY_TRACT	-3.828243443	-0.617001313	-1.093588858	0.071428571
HEC251_ENDOMETRIUM	-3.810804942	-3.810804942	-3.810804942	0
KNS42_CENTRAL_NERVOUS_SYSTEM	-1.873553083	-1.119971365	-1.377376106	0.285714286
NCIH446_LUNG	-4.00376456	-4.00376456	-4.00376456	0
WM88_SKIN	-3.922012788	-1.290214272	-1.761478862	0.142857143
COLO741_SKIN	-1.410560611	-0.442677479	-0.74894593	0.642857143
HEC108_ENDOMETRIUM	-4.008478557	-4.008478557	-4.008478557	0
MCF7_BREAST	-4.068095413	-4.068095413	-4.068095413	0
SKNAS_AUTONOMIC_GANGLIA	-2.153436462	-1.506137327	-1.744646035	0.5
TM31_CENTRAL_NERVOUS_SYSTEM	-3.762194205	-3.762194205	-3.762194205	0
JHH7_LIVER	-1.76026354	-0.803651136	-1.129647936	0.857142857
NCIH2126_LUNG	-3.718422239	-3.718422239	-3.718422239	0
MFE319_ENDOMETRIUM	-3.936700726	-1.44524736	-1.914298387	0.142857143
NCIH747_LARGE_INTESTINE	-3.994449338	-2.616165269	-3.058375869	0.071428571
SNU308_BILIARY_TRACT	-3.77546074	-3.092808282	-3.419076451	0.071428571
HUH28_BILIARY_TRACT	-3.429579665	-3.429579665	-3.429579665	0
U118MG_CENTRAL_NERVOUS_SYSTEM	-3.104519459	-3.104519459	-3.104519459	0
SNU1214_UPPER_AERODIGESTIVE_TRACT	-3.641773329	-1.273016159	-1.746437379	0.071428571
NCIH2228_LUNG	-3.481061323	-1.84787727	-2.305241822	0.071428571
NCIH2444_LUNG	-3.756492901	-3.756492901	-3.756492901	0
HEC6_ENDOMETRIUM	-3.741662662	-3.741662662	-3.741662662	0
HCC366_LUNG	-3.73159632	-3.73159632	-3.73159632	0
TE10_OESOPHAGUS	-1.167112751	-0.393867607	-0.656244225	0.428571429
UACC257_SKIN	-3.700446483	-1.683322059	-2.152172506	0.071428571
8305C_THYROID	-1.637186096	-0.855904589	-1.12503855	0.357142857
IM95_STOMACH	-4.03679479	-4.03679479	-4.03679479	0
SCC25_UPPER_AERODIGESTIVE_TRACT	-2.308883699	-0.841500716	-1.220149515	0.214285714
BICR16_UPPER_AERODIGESTIVE_TRACT	-3.67892176	-3.67892176	-3.67892176	0
ONCODG1_OVARY	-3.70308551	-3.70308551	-3.70308551	0
KALS1_CENTRAL_NERVOUS_SYSTEM	-3.680032962	-3.680032962	-3.680032962	0
SKMEL5_SKIN	-3.263094561	0.211823147	-0.182857395	0.142857143
ASPC1_PANCREAS	-1.389803728	-0.577516872	-0.851001601	0.571428571
SNU46_UPPER_AERODIGESTIVE_TRACT	-3.576271781	-3.576271781	-3.576271781	0
769P_KIDNEY	-4.215400414	-3.279326945	-3.665937522	0.071428571
NCIH841_LUNG	-3.762958943	-3.080306486	-3.406574654	0.071428571
SKMEL24_SKIN	-1.13413376	-0.404476201	-0.675319837	0.5
SNU1041_UPPER_AERODIGESTIVE_TRACT	-1.243014057	-0.187562218	-0.476881405	0.5
WM793_SKIN	-3.730609661	-1.764116193	-2.231954813	0.071428571
COV362_OVARY	-3.516969237	-0.685972061	-1.072505055	0.142857143
ISTMES1_PLEURA	-3.538760717	-2.85610826	-3.182376428	0.071428571
PANC0327_PANCREAS	-3.472496244	-3.472496244	-3.472496244	0
UACC62_SKIN	-3.238753795	-1.074419786	-1.513276313	0.142857143
UBLC1_URINARY_TRACT	-3.420597383	-3.420597383	-3.420597383	0
HCC1937_BREAST	-3.352697147	-3.352697147	-3.352697147	0
MALME3M_SKIN	-2.183200079	-1.22325249	-1.503620737	0.285714286
TUHR4TKB_KIDNEY	-3.35387463	-3.35387463	-3.35387463	0
NCIH1915_LUNG	-1.30464402	-0.036553391	-0.421544707	0.5
CAPAN2_PANCREAS	-3.609060023	-3.609060023	-3.609060023	0
NCIH1623_LUNG	-3.45141133	-3.45141133	-3.45141133	0
SNU719_STOMACH	-3.292058257	-3.292058257	-3.292058257	0
SNU869_BILIARY_TRACT	-3.624885404	-3.624885404	-3.624885404	0
CAL78_BONE	-3.187856665	-3.187856665	-3.187856665	0
NCIH1355_LUNG	-3.063798505	-1.552857083	-1.895479687	0.214285714
RMUGS_OVARY	-3.923810236	-3.923810236	-3.923810236	0
S117_SOFT_TISSUE	-3.740537754	-3.740537754	-3.740537754	0
MDAMB435S_SKIN	-1.790544977	-0.924253318	-1.206475209	0.357142857
HS294T_SKIN	-3.863945155	-1.472178041	-1.787361849	0.142857143
TCCPAN2_PANCREAS	-3.973882832	-3.973882832	-3.973882832	0
SNB75_CENTRAL_NERVOUS_SYSTEM	-2.709196125	-0.643070523	-1.020134386	0.214285714
NCIH2009_LUNG	-3.753535858	-3.753535858	-3.753535858	0
NCIH1650_LUNG	-3.839534568	-3.839534568	-3.839534568	0
DV90_LUNG	-3.947923953	-3.265271495	-3.591539664	0.071428571
WM1799_SKIN	-1.214305628	-0.453758869	-0.726089291	0.5
WM2664_SKIN	-0.087040914	1.412041064	0.978751841	0.785714286
SNU410_PANCREAS	-3.770232712	-3.770232712	-3.770232712	0
OVISE_OVARY	-3.711029403	-1.590451058	-1.986224215	0.214285714
HCC1143_BREAST	-3.902177553	-3.902177553	-3.902177553	0
SNU1105_CENTRAL_NERVOUS_SYSTEM	-3.760199562	-3.760199562	-3.760199562	0
RCC10RGB_KIDNEY	-3.613394336	-3.613394336	-3.613394336	0
RERFLCAD1_LUNG	-3.444467521	-3.444467521	-3.444467521	0
NCIH226_LUNG	-3.797321201	-3.797321201	-3.797321201	0
SKMEL2_SKIN	-3.322172094	-3.322172094	-3.322172094	0
DKMG_CENTRAL_NERVOUS_SYSTEM	-3.466791638	-3.466791638	-3.466791638	0
CAOV3_OVARY	-3.764332087	-3.764332087	-3.764332087	0
IALM_LUNG	-3.362413313	-3.362413313	-3.362413313	0
NCIH2347_LUNG	-3.738117381	-2.239462534	-2.689870082	0.071428571
SKMEL3_SKIN	-2.98419601	-2.98419601	-2.98419601	0
SQ1_LUNG	-3.697968839	-3.697968839	-3.697968839	0
UMUC1_URINARY_TRACT	-3.374167089	-3.374167089	-3.374167089	0
LS1034_LARGE_INTESTINE	-3.46070472	-3.46070472	-3.46070472	0
COV434_OVARY	-3.51508041	-3.51508041	-3.51508041	0
CCFSTTG1_CENTRAL_NERVOUS_SYSTEM	-3.798167504	-1.326766021	-1.699026868	0.142857143
COLO680N_OESOPHAGUS	-1.18505178	-0.550043864	-0.786801151	0.642857143
SW900_LUNG	-3.831257114	-1.0475793	-1.523273559	0.071428571
SH10TC_STOMACH	-3.570055811	-1.462566022	-1.840692794	0.214285714
BT549_BREAST	-3.188430749	-3.188430749	-3.188430749	0
BICR6_UPPER_AERODIGESTIVE_TRACT	-2.258080671	-0.799468714	-1.196203197	0.214285714
BICR31_UPPER_AERODIGESTIVE_TRACT	-3.340743334	-3.340743334	-3.340743334	0
LNCAPCLONEFGC_PROSTATE	-3.597360405	-3.597360405	-3.597360405	0
TEN_ENDOMETRIUM	-3.289792762	-3.289792762	-3.289792762	0
RCM1_LARGE_INTESTINE	-4.031804255	-4.031804255	-4.031804255	0
SNU1079_BILIARY_TRACT	-3.874237542	-3.874237542	-3.874237542	0
BT474_BREAST	-3.767216766	-3.767216766	-3.767216766	0
EFO21_OVARY	-3.721122874	-3.038470417	-3.364738585	0.071428571
OV56_OVARY	-3.59780767	-3.59780767	-3.59780767	0
MDAMB175VII_BREAST	-3.658806669	-3.658806669	-3.658806669	0
TT_THYROID	-3.563399322	-3.563399322	-3.563399322	0
PANC0813_PANCREAS	-4.206521946	-4.206521946	-4.206521946	0
TM87_SOFT_TISSUE	-2.351790917	-0.755087654	-1.168465929	0.5
MON_SOFT_TISSUE	-2.948821359	-2.948821359	-2.948821359	0
SKNEP1_BONE	-3.795481866	-3.795481866	-3.795481866	0
EWS502_BONE	-3.513997381	-3.513997381	-3.513997381	0
