Cell_line	CI.05	CI.95	mean	penetrance
SW1088_CENTRAL_NERVOUS_SYSTEM	-3.700093398	-3.700093398	-3.700093398	0
BCPAP_THYROID	-3.152567648	-3.152567648	-3.152567648	0
HDQP1_BREAST	-3.878942837	-3.878942837	-3.878942837	0
BICR56_UPPER_AERODIGESTIVE_TRACT	-3.818402914	-2.290044571	-2.645802797	0.142857143
SNU81_LARGE_INTESTINE	-4.107225352	-2.571782248	-3.00482187	0.142857143
OSRC2_KIDNEY	-2.665666657	-2.091425392	-2.307920045	0.428571429
2313287_STOMACH	-2.472158113	-0.957589559	-1.377213246	0.428571429
NCIH2170_LUNG	-4.081729931	-4.081729931	-4.081729931	0
HUPT3_PANCREAS	-3.542076932	-3.542076932	-3.542076932	0
HCC1428_BREAST	-3.998821318	-3.998821318	-3.998821318	0
NCIH650_LUNG	-0.318153605	0.527218606	0.247584738	0.857142857
NCIH2110_LUNG	-4.375063929	-3.171207429	-3.460321581	0.142857143
RERFLCKJ_LUNG	-3.954167198	-3.954167198	-3.954167198	0
PANC0403_PANCREAS	-2.934981186	-2.011184012	-2.328253674	0.357142857
NCIH23_LUNG	-3.97360067	-3.089238473	-3.465638992	0.071428571
NUGC3_STOMACH	-0.619534004	-0.013469215	-0.255380889	0.928571429
KNS81_CENTRAL_NERVOUS_SYSTEM	-3.767065418	-3.767065418	-3.767065418	0
COLO800_SKIN	-2.20389934	-0.876679094	-1.239685357	0.714285714
IPC298_SKIN	-1.037053185	-0.901472973	-0.967710153	1
GP2D_LARGE_INTESTINE	-3.959156333	-3.959156333	-3.959156333	0
OE21_OESOPHAGUS	-3.819611714	-3.819611714	-3.819611714	0
KYSE140_OESOPHAGUS	-4.259553636	-2.745721263	-3.197019531	0.071428571
NCIH1693_LUNG	-4.054409661	-4.054409661	-4.054409661	0
COV644_OVARY	-2.516160745	-2.516160745	-2.516160745	0
HCC38_BREAST	-3.959156333	-3.959156333	-3.959156333	0
NCIH2452_PLEURA	-3.836190857	-3.836190857	-3.836190857	0
SW1271_LUNG	-3.812171508	-3.812171508	-3.812171508	0
HT1376_URINARY_TRACT	-1.853856336	-1.07231065	-1.342014389	0.785714286
HEC251_ENDOMETRIUM	-3.810804942	-2.926442745	-3.233775174	0.142857143
KNS42_CENTRAL_NERVOUS_SYSTEM	-3.977067922	-3.340462004	-3.652704731	0.071428571
NCIH446_LUNG	-4.00376456	-4.00376456	-4.00376456	0
WM88_SKIN	-2.117620051	-1.365454726	-1.642524058	0.571428571
COLO741_SKIN	-0.423393263	0.317344256	0.017930802	1
HEC108_ENDOMETRIUM	-4.008478557	-4.008478557	-4.008478557	0
MCF7_BREAST	-4.068095413	-1.632743388	-2.106688695	0.071428571
SKNAS_AUTONOMIC_GANGLIA	-2.37272337	-1.820939357	-2.039125971	0.714285714
TM31_CENTRAL_NERVOUS_SYSTEM	-3.762194205	-3.762194205	-3.762194205	0
JHH7_LIVER	-1.991567954	-1.198075055	-1.477414348	0.642857143
NCIH2126_LUNG	-3.718422239	-3.292629144	-3.526637068	0.071428571
MFE319_ENDOMETRIUM	-3.936700726	-3.510907631	-3.744915555	0.071428571
NCIH747_LARGE_INTESTINE	-3.486487661	-2.347993665	-2.708409112	0.285714286
SNU308_BILIARY_TRACT	-3.77546074	-2.734323551	-3.138854822	0.071428571
HUH28_BILIARY_TRACT	-3.429579665	-3.429579665	-3.429579665	0
U118MG_CENTRAL_NERVOUS_SYSTEM	-3.104519459	-3.104519459	-3.104519459	0
SNU1214_UPPER_AERODIGESTIVE_TRACT	-3.641773329	-3.641773329	-3.641773329	0
NCIH2228_LUNG	-3.481061323	-2.629365379	-2.904031555	0.142857143
NCIH2444_LUNG	-3.756492901	-2.872130704	-3.248531223	0.071428571
HEC6_ENDOMETRIUM	-3.741662662	-3.741662662	-3.741662662	0
HCC366_LUNG	-3.73159632	-3.73159632	-3.73159632	0
TE10_OESOPHAGUS	-1.66382229	-0.965318685	-1.216453664	0.857142857
UACC257_SKIN	-3.700446483	-1.531443162	-2.002718071	0.071428571
8305C_THYROID	-3.484658761	-2.423089847	-2.726095805	0.214285714
IM95_STOMACH	-4.03679479	-4.03679479	-4.03679479	0
SCC25_UPPER_AERODIGESTIVE_TRACT	-3.810220398	-2.294710934	-2.715965342	0.214285714
BICR16_UPPER_AERODIGESTIVE_TRACT	-3.67892176	-3.67892176	-3.67892176	0
ONCODG1_OVARY	-3.70308551	-3.70308551	-3.70308551	0
KALS1_CENTRAL_NERVOUS_SYSTEM	-3.680032962	-3.680032962	-3.680032962	0
SKMEL5_SKIN	-2.319959006	-0.814668295	-1.233538466	0.285714286
ASPC1_PANCREAS	0.182773807	0.50150408	0.358327163	1
SNU46_UPPER_AERODIGESTIVE_TRACT	-3.576271781	-3.576271781	-3.576271781	0
769P_KIDNEY	-4.215400414	-4.215400414	-4.215400414	0
NCIH841_LUNG	-3.762958943	-3.762958943	-3.762958943	0
SKMEL24_SKIN	-1.29899146	-0.97093186	-1.116182022	1
SNU1041_UPPER_AERODIGESTIVE_TRACT	-1.866714877	-1.443088576	-1.616272258	0.714285714
WM793_SKIN	-3.730609661	-3.730609661	-3.730609661	0
COV362_OVARY	-3.516969237	-3.516969237	-3.516969237	0
ISTMES1_PLEURA	-3.538760717	-3.538760717	-3.538760717	0
PANC0327_PANCREAS	-3.472496244	-3.472496244	-3.472496244	0
UACC62_SKIN	-1.118093376	-0.033740067	-0.328825266	0.357142857
UBLC1_URINARY_TRACT	-3.420597383	-3.420597383	-3.420597383	0
HCC1937_BREAST	-3.352697147	-3.352697147	-3.352697147	0
MALME3M_SKIN	-4.099127037	-3.673333943	-3.907341867	0.071428571
TUHR4TKB_KIDNEY	-3.35387463	-3.35387463	-3.35387463	0
NCIH1915_LUNG	-0.524464555	0.457035878	0.093822414	0.928571429
CAPAN2_PANCREAS	-3.609060023	-2.506656541	-2.873335871	0.142857143
NCIH1623_LUNG	-3.45141133	-3.45141133	-3.45141133	0
SNU719_STOMACH	-3.292058257	-3.292058257	-3.292058257	0
SNU869_BILIARY_TRACT	-2.740523207	-1.252253264	-1.674149772	0.357142857
CAL78_BONE	-3.187856665	-3.187856665	-3.187856665	0
NCIH1355_LUNG	-3.109845044	-2.099995289	-2.424499334	0.214285714
RMUGS_OVARY	-3.145893184	-2.42500655	-2.676920761	0.285714286
S117_SOFT_TISSUE	-3.740537754	-2.325834647	-2.638134271	0.142857143
MDAMB435S_SKIN	-2.384558027	-0.907494335	-1.332560697	0.571428571
HS294T_SKIN	-3.539581964	-0.985385013	-1.455985146	0.285714286
TCCPAN2_PANCREAS	-1.088990837	-0.494168834	-0.718650017	0.928571429
SNB75_CENTRAL_NERVOUS_SYSTEM	-3.576036836	-3.576036836	-3.576036836	0
NCIH2009_LUNG	-3.753535858	-3.753535858	-3.753535858	0
NCIH1650_LUNG	-2.406657935	-1.422250598	-1.743289569	0.214285714
DV90_LUNG	-3.947923953	-2.744067453	-3.170006902	0.071428571
WM1799_SKIN	-2.803554366	-1.581537197	-1.961278066	0.428571429
WM2664_SKIN	-1.224378076	-0.794108238	-0.967302939	0.928571429
SNU410_PANCREAS	-3.770232712	-3.770232712	-3.770232712	0
OVISE_OVARY	-4.067413692	-4.067413692	-4.067413692	0
HCC1143_BREAST	-3.902177553	-3.902177553	-3.902177553	0
SNU1105_CENTRAL_NERVOUS_SYSTEM	-3.760199562	-3.760199562	-3.760199562	0
RCC10RGB_KIDNEY	-3.613394336	-3.613394336	-3.613394336	0
RERFLCAD1_LUNG	-2.560105324	-1.902053378	-2.13415951	0.357142857
NCIH226_LUNG	-3.797321201	-3.160715283	-3.47295801	0.071428571
SKMEL2_SKIN	-3.322172094	-3.322172094	-3.322172094	0
DKMG_CENTRAL_NERVOUS_SYSTEM	-3.466791638	-3.466791638	-3.466791638	0
CAOV3_OVARY	-3.764332087	-3.764332087	-3.764332087	0
IALM_LUNG	-3.362413313	-3.362413313	-3.362413313	0
NCIH2347_LUNG	-3.738117381	-3.738117381	-3.738117381	0
SKMEL3_SKIN	-2.98419601	-2.98419601	-2.98419601	0
SQ1_LUNG	-3.697968839	-3.697968839	-3.697968839	0
UMUC1_URINARY_TRACT	-3.374167089	-3.374167089	-3.374167089	0
LS1034_LARGE_INTESTINE	-3.46070472	-3.46070472	-3.46070472	0
COV434_OVARY	-3.51508041	-3.51508041	-3.51508041	0
CCFSTTG1_CENTRAL_NERVOUS_SYSTEM	-3.798167504	-3.798167504	-3.798167504	0
COLO680N_OESOPHAGUS	-2.051928148	-1.548838331	-1.749078988	0.714285714
SW900_LUNG	-2.836362242	-2.230679181	-2.44532501	0.357142857
SH10TC_STOMACH	-0.913462216	-0.217175551	-0.475975991	1
BT549_BREAST	-3.188430749	-3.188430749	-3.188430749	0
BICR6_UPPER_AERODIGESTIVE_TRACT	-3.184340706	-1.594767677	-1.941806646	0.285714286
BICR31_UPPER_AERODIGESTIVE_TRACT	-3.340743334	-3.340743334	-3.340743334	0
LNCAPCLONEFGC_PROSTATE	-3.597360405	-3.597360405	-3.597360405	0
TEN_ENDOMETRIUM	-3.289792762	-3.289792762	-3.289792762	0
RCM1_LARGE_INTESTINE	-4.031804255	-2.875718494	-3.215432923	0.142857143
SNU1079_BILIARY_TRACT	-3.874237542	-3.874237542	-3.874237542	0
BT474_BREAST	-3.767216766	-3.767216766	-3.767216766	0
EFO21_OVARY	-3.721122874	-3.213161197	-3.396759683	0.142857143
OV56_OVARY	-3.59780767	-3.59780767	-3.59780767	0
MDAMB175VII_BREAST	-3.658806669	-2.454950169	-2.880889618	0.071428571
TT_THYROID	-3.563399322	-3.563399322	-3.563399322	0
PANC0813_PANCREAS	-2.2639653	-1.79574367	-1.989609904	0.785714286
TM87_SOFT_TISSUE	-1.078748077	-0.349349671	-0.612762779	0.785714286
MON_SOFT_TISSUE	-2.948821359	-2.948821359	-2.948821359	0
SKNEP1_BONE	-3.795481866	-2.825696022	-3.218452099	0.071428571
EWS502_BONE	-3.513997381	-3.513997381	-3.513997381	0
